Main_Tag,Page,Symm_Diff
"<html:a xmlns:html=""http://www.w3.org/1999/xhtml"" href=""/orangehrm/symfony/web/index.php/time/viewMyTimesheet"" target=""_self"">",_dashboard,hist_minus_curr
"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" class=""loadmask"" id=""dashboard__employeeDistribution"" style=""height: 100%;"">",_dashboard,curr_minus_hist
"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" class=""loadmask"" id=""dashboard__pendingLeaveRequests"" style=""height: 100%;"">",_dashboard,curr_minus_hist
"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" class=""maincontent group-wrapper"" id=""group_1"">",_dashboard,curr_minus_hist
"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" class=""panel_draggable panel-preview"" id=""panel_draggable_1_0"" style=""margin:4px 2px; 2px;"">",_dashboard,curr_minus_hist
"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" class=""panel_draggable panel-preview"" id=""panel_draggable_1_1"" style=""margin:4px 2px; 2px;"">",_dashboard,curr_minus_hist
"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" class=""panel_draggable panel-preview"" id=""panel_draggable_1_2"" style=""margin:4px 2px; 2px;"">",_dashboard,curr_minus_hist
"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" class=""panel_wrapper"" id=""panel_wrapper_1"" style=""width:1100px; height:300px;"">",_dashboard,curr_minus_hist
"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" class=""task-list-group-panel-menu_holder"" id=""task-list-group-panel-menu_holder-legend"">",_dashboard,curr_minus_hist
"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" id=""div_legend_pim_employee_distribution_legend"" style=""width:auto;display:block;float:left;"" />",_dashboard,curr_minus_hist
"<html:fieldset xmlns:html=""http://www.w3.org/1999/xhtml"" class=""panel_resizable panel-preview"" id=""panel_resizable_1_0"" style=""width:300px; height:281px; "">",_dashboard,curr_minus_hist
"<html:fieldset xmlns:html=""http://www.w3.org/1999/xhtml"" class=""panel_resizable panel-preview"" id=""panel_resizable_1_1"" style=""width:300px; height:281px; "">",_dashboard,curr_minus_hist
"<html:fieldset xmlns:html=""http://www.w3.org/1999/xhtml"" class=""panel_resizable panel-preview"" id=""panel_resizable_1_2"" style=""width:300px; height:281px; "">",_dashboard,curr_minus_hist
"<html:script xmlns:html=""http://www.w3.org/1999/xhtml"" type=""text/css"">",_dashboard,curr_minus_hist
